fid,ID Monumento,Tipo,X,Y,km autopista,km tren,Clase de monumento,Monumentos superiores,Ubicación de intervención,Intervención en ceros,Intervención en DDV,Fecha inicio intervención,Fecha fin intervención,ID Arqueólogo(s),Área de monumento (m2),Cuadros intervenidos,Área intervenida (m2),Total bolsas de material,Estatus de intervención,Tipo de intervención,ID Enlace,Tipo de dictaminación,Supervisión de maquinaria,Tramo,Minuta,ENTREGA,Geomalla,DANI,COMPRO_FECH_FIN,MON SUP RESPUESTAS,subtramo,Reti,Rezago,icon_url
"1",T4_04812,Terraza,3847028.403,1042514.766,N/A,7014+877,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/26,2022/05/30,"409",50,1,4,"1",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,JUNIO,N/A,,,,1. Izamal,Sin reticula,"2",
"2",T4_04808,Cimiento,3847040.941,1042581.239,N/A,7014+822,Monumento superior,Asociado a monumento principal T4_10359,Ceros tren,Si,No aplica,2022/06/07,2022/06/07,"409",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"0",
"3",T4_12491,Cimiento,3847057.969,1042538.662,N/A,7014+868,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"5",
"4",T4_12488,Terraza,3847046.779,1042574.101,N/A,7014+831,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"5",
"5",T4_14184,Cimiento,3847046.346,1042540.893,N/A,7014+861,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"5",
"6",T4_04948,Nivelación,3848571.308,1039203.115,N/A,7018+546,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/02,2022/05/02,"402",,,,,En proceso,En proceso,"21023,21040","2",Afectación,T4,,,N/A,,,,1. Izamal,Sin reticula,"3",
"7",T4_04966,Cimiento con núcleo,3848228.589,1040087.054,N/A,7017+597,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/01,2022/06/03,"421",48,2,8,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"0",
"8",T4_15024,Cimiento con núcleo,3848562.359,1039513.085,N/A,7018+262,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"410",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,,,N/A,,,,1. Izamal,Sin reticula,"5",
"9",T4_04969,Nivelación,3848134.06,1040284.814,N/A,7017+377,Monumento principal,T4_04967,Ceros tren,Si,No aplica,2022/06/06,2022/06/09,"408",,1,,"2",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"0",
"10",T4_04967,Cimiento,3848126.988,1040278.565,N/A,7017+380,Monumento superior,Asociado a monumento principal T4_04969,Ceros tren,Si,No aplica,,,"408",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"5",
"11",T4_16021,Terraza,3848142.972,1040280.812,N/A,7017+385,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/03,2022/06/09,"408",,3,,"2",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"0",
"12",T4_04980,Nivelación,3847794.108,1040929.567,N/A,7016+645,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/02,2022/06/07,"401",238,5,20,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,"T4_15038,T4_16029",1. Izamal,Sin reticula,"0",
"13",T4_15013,Cimiento con núcleo,3848687.313,1039040.555,N/A,7018+744,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/02,2022/05/02,"402",,,,,Intervenido,Excavado,"21023,21040","2",Afectación,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"3",
"14",T4_04987,Nivelación,3847710.706,1041157.684,N/A,7016+403,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/06,2022/06/14,"404",323.75,2,8,"1",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,T4_16075,1. Izamal,Sin reticula,"0",
"15",T4_14183,Haltun,3847033.027,1042555.65,N/A,7014+842,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,,,,1. Izamal,Sin reticula,"5",
"16",T4_04539,Basamento,4028950.449,1075131.888,263+520,7208+899,Monumento principal,Sin monumento superior,Derecho de vía Autopista,No aplica,Si,2022/05/18,,"418",225,39,128,"55",En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,,,,4. Leona Vicario,Sin reticula,"2",
"17",T4_12327,Basamento,4028787.632,1074961.637,263+281,7208+660,Monumento principal,Sin monumento superior,Derecho de vía Autopista,No aplica,Si,2022/06/10,,"415",182,11,24,"12",En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,,,,4. Leona Vicario,Sin reticula,"0",
"18",T4_04548,Nivelación,4028773.971,1074995.515,263+288,7208+667,Monumento principal,Sin monumento superior,Derecho de vía Autopista,No aplica,Si,,,,,,,,Intervenido,En proceso,"21023","2",Pendiente,T4,,,N/A,,,,4. Leona Vicario,Sin reticula,"5",
"19",T4_01125,Basamento,4029002.818,1075166.989,263+584,7208+963,Monumento principal,Sin monumento superior,Derecho de vía Autopista,No aplica,Si,2022/05/24,,"416",400,8,12,"11",Intervenido,Excavado,"21023","2",Pendiente,T4,,,N/A,,"0",,4. Leona Vicario,Sin reticula,"2",
"20",T4_15012,Cimiento,3848711.589,1039060.535,N/A,7018+737,Monumento superior,Asociado al monumento principal T4_04944,Ceros tren,Si,No aplica,2022/06/07,,"407",,0,,"0",En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,,,Asociado al monumento principal T4_04944,1. Izamal,Sin reticula,"0",
"21",T4_04951,Nivelación,3848604.32,1039282.179,N/A,7018+489,Monumento superior,Sin monumento superior,Ceros tren,Si,No aplica,,,"410",,,,,En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,,,,1. Izamal,Sin reticula,"5",
"22",T4_04944,Nivelación,3848704.052,1039052.09,N/A,7018+741,Monumento principal,"T4_16009,T4_15012",Ceros tren,Si,No aplica,2022/06/07,,"407",0,0,0,"0",En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,,,"T4_04943,T4_15012,T4_16009,T4_04945",1. Izamal,Sin reticula,"0",
"23",T4_16009,Cimiento,3848713.956,1039047.887,N/A,7018+749,Monumento superior,Asociado al monumento principal T4_04944,Ceros tren,Si,No aplica,2022/06/07,,"407",,0,,"0",En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,DANI,,Asociado al monumento principal T4_04944,1. Izamal,Sin reticula,"0",
"24",T4_04880,Albarrada,3849445.581,1037834.108,N/A,7020+186,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/03,2022/06/07,"410",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"0",
"25",T4_04879,Cimiento con pretil,3849432.443,1037832.889,N/A,7020+177,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/03,2022/06/07,"410",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"0",
"26",T4_04946,Nivelación,3848667.664,1039166.234,N/A,7018+622,Monumento principal,T4_16011,Ceros tren,Si,No aplica,,,"402",,,,,En proceso,En proceso,"21023","2",Pendiente,T4,,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"27",T4_15019,Cimiento,3848578.603,1039282.274,N/A,7018+478,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"410",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"28",T4_15028,Cimiento con núcleo,3848424.531,1039651.671,N/A,7018+077,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/13,2022/06/15,"407",,1,,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,No aplica,1. Izamal,Sin reticula,"0",
"29",T4_16014,Cimiento con núcleo,3848594.825,1039291.878,N/A,7018+476,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"410",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"30",T4_10241,Basamento,4028735.486,1074914.863,263+210,7208+589,Monumento principal,Sin monumento superior,Derecho de vía Autopista,No aplica,Si,2022/06/02,,"420",306,16,40,"11",En proceso,En proceso,"21023,21040","2",Pendiente,T4,,,N/A,,,"T4_12328, T4_04549",4. Leona Vicario,Sin reticula,"0",
"31",T4_02005,Cimiento con núcleo,3907658.152,1034383.676,133+867,7079+246,Monumento principal,Sin monumento superior,Derecho de vía tren,No aplica,Si,,,,,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,JUNIO_2,N/A,,,,2. Valladolid,Sin reticula,"5",
"32",T4_10363,Cimiento con núcleo,3847027.586,1042525.169,N/A,7014+867,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,,,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,,Si,DANI,,,1. Izamal,Sin reticula,"5",
"33",T3_13549,Cimiento con núcleo,3845928.731,1044889.687,N/A,7012+248,Monumento superior,Asociado al monumento principal T3_12702,Ceros tren,Si,No aplica,2022/04/29,2022/05/04,"409",47.5,1,4,"1",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,JUNIO,N/A,DANI,,,1. Izamal,Sin reticula,"4",
"34",T3_13551,Cimiento con núcleo,3845910.971,1044899.519,N/A,7012+232,Monumento superior,Asociado al monumento principal T3_12702,Ceros tren,Si,No aplica,2022/04/04,2022/05/05,"409",60,1,4,"1",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,JUNIO,N/A,DANI,,,1. Izamal,Sin reticula,"4",
"35",T3_12703,Cimiento compuesto,3845914.588,1044885.896,N/A,7012+246,Monumento superior,Asociado al monumento principal T3_12702,Ceros tren,Si,No aplica,2022/04/28,2022/05/02,"409",65,1,4,"2",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,JUNIO,N/A,DANI,,,1. Izamal,Sin reticula,"4",
"36",T3_13550,Cimiento con núcleo,3845928.533,1044900.122,N/A,7012+239,Monumento superior,Asociado al monumento principal T3_12702,Ceros tren,Si,No aplica,,,,,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"37",T3_13548,Terraza,3845921.569,1044897.351,N/A,7012+238,Monumento superior,Asociado al monumento principal T3_12702,Ceros tren,Si,No aplica,,,,,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"38",T4_10449,Montículo Chich,3847045.61,1042481.045,N/A,7014+915,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/16,2022/05/17,"409",36,1,4,"0",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,JUNIO,N/A,DANI,,,1. Izamal,Sin reticula,"2",
"39",T4_04915,Cimiento,3848953.022,1038534.521,N/A,7019+318,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/06/02,2022/06/03,"407",16,4,16,"1",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,,,1. Izamal,Sin reticula,"0",
"40",T4_04920,Cimiento con núcleo,3848783.153,1038892.91,N/A,7018+919,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/27,2022/06/01,"407",37.62,1,4,"0",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,,,1. Izamal,Sin reticula,"2",
"41",T4_04921,Terraza,3848780.465,1038894.42,N/A,7018+917,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"407",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,Si,DANI,,,1. Izamal,Sin reticula,"5",
"42",T4_04993,Cimiento,3847655.583,1041242.807,N/A,7016+301,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"405",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"43",T4_04992,Cimiento con núcleo,3847648.294,1041236.784,N/A,7016+304,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/30,2022/06/13,"405",10.85,1,4,"1",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,No aplica,1. Izamal,Sin reticula,"2",
"44",T4_12438,Cimiento con núcleo,3892646.331,1031922.669,118+719,7064+098,Monumento principal,Sin monumento superior,Estación Chichen,No aplica,Si,,,,,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,,N/A,,,,1. Izamal,Sin reticula,"5",
"45",T4_12484,Cimiento con núcleo,3847003.595,1042672.295,N/A,7014+723,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/25,2022/05/27,"408",60,2,8,"2",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"2",
"46",T4_04811,Cimiento con pretil,3847052.899,1042550.117,N/A,7014+855,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,Si,DANI,,,1. Izamal,Sin reticula,"5",
"47",T4_04810,Cimiento con núcleo,3847047.275,1042565.283,N/A,7014+839,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"48",T4_12489,Terraza,3847038.817,1042568.497,N/A,7014+833,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"49",T4_10362,Albarrada,3847059.337,1042553.267,N/A,7014+855,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,Si,DANI,,,1. Izamal,Sin reticula,"5",
"50",T4_10360,Cimiento,3847027.601,1042571.116,N/A,7014+826,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"51",T4_10359,Nivelación,3847044.526,1042585.96,N/A,7014+819,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/24,2022/05/26,"409",80,2,8,"2",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"2",
"52",T4_10358,Cimiento,3847035.04,1042595.92,N/A,7014+806,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/26,2022/05/27,"409",32,1,4,"1",Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"2",
"53",T4_04822,Cimiento con núcleo,3932857.807,1036752.557,159+236,7104+615,Monumento superior,Asociado al monumento principal T4_04821,,,,,,,,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,,,N/A,,,,2. Valladolid,Sin reticula,"5",
"54",T4_10361,Cimiento,3847027.024,1042567.263,N/A,7014+829,Monumento superior,Sin monumento superior,Ceros tren,Si,No aplica,,,"409",,,,,Intervenido,Excavado,"21023,21040","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"55",T4_16035,Montículo Chich,3847294.873,1041999.328,N/A,7015+460,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/20,2022/05/26,"404,405",3.5,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,"0","0",1. Izamal,Sin reticula,"2",
"56",T4_10438,Cimiento con núcleo,3847285.345,1042006.802,N/A,7015+449,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/20,2022/05/26,"404,405",35,1,4,"1",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,"0","0",1. Izamal,Sin reticula,"2",
"57",T4_10437,Nivelación,3847270.06,1042012.681,N/A,7015+437,Monumento superior,Asociado al monumento principal T4_15043,Ceros tren,Si,No aplica,,,"404,405",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,Si,DANI,,,1. Izamal,Sin reticula,"5",
"58",T4_15043,Terraza,3847273.576,1042008.94,N/A,7015+442,Monumento principal,"T4_10437,T4_16034",Ceros tren,Si,No aplica,,,"404",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"5",
"59",T4_15042,Montículo Chich,3847291.858,1041994.01,N/A,7015+463,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/23,,"404",12,9,36,"7",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,Si,DANI,"0",,1. Izamal,Sin reticula,"2",
"60",T4_16037,Cimiento con núcleo,3847213.006,1042190.677,N/A,7015+251,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/23,2022/05/24,"404,405",30,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,N/A,DANI,"0",No aplica,1. Izamal,Sin reticula,"2",
"61",T4_10440,Cimiento con núcleo,3847229.285,1042195.649,N/A,7015+253,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/23,2022/05/24,"404,405",35.75,1,4,"1",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,"0",No aplica,1. Izamal,Sin reticula,"2",
"62",T4_16043,Terraza,3847089.922,1042433.382,N/A,7014+977,Monumento superior,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/24,,"402",48,6,24,"5",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"2",
"63",T4_10453,Cimiento con núcleo,3847103.936,1042425.379,N/A,7014+991,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/20,,"402",24,6,24,"5",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO_2,N/A,DANI,"0",,1. Izamal,Sin reticula,"2",
"64",T4_10452,Terraza,3847077.591,1042426.596,N/A,7014+978,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/27,2022/05/27,"402",24,0,0,,Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,,,1. Izamal,Sin reticula,"2",
"65",T4_15051,Cimiento con núcleo,3847097.72,1042433.303,N/A,7014+981,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/20,,"402",12,4,16,"4",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO_2,N/A,DANI,"0",,1. Izamal,Sin reticula,"2",
"66",T4_15052,Terraza,3847146.366,1042423.736,N/A,7015+010,Monumento principal,"T4_15056,T4_16044",Ceros tren,Si,No aplica,2022/05/23,2022/05/26,"404",20,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,,JUNIO,N/A,DANI,"0",Asociado al monumento principal T4_10454,1. Izamal,Sin reticula,"2",
"67",T4_15056,Cimiento con núcleo,3847139.734,1042419.47,N/A,7015+011,Monumento superior,Asociado al monumento principal T4_15052,Ceros tren,Si,No aplica,2022/05/23,2022/05/26,"401",,0,,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,,,N/A,DANI,,Asociado al monumento principal T4_10454,1. Izamal,Sin reticula,"2",
"68",T4_04904,Cimiento con núcleo,3849216.93,1038066.191,N/A,7019+857,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/24,2022/05/26,"407",6.44,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,"0",,1. Izamal,Sin reticula,"2",
"69",T4_04905,Cimiento con núcleo,3849216.113,1038066.054,N/A,7019+857,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/23,2022/05/26,"407",22.8,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,"0",,1. Izamal,Sin reticula,"2",
"70",T4_04906,Cimiento,3849217.863,1038057.027,N/A,7019+866,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/24,2022/05/26,"407",21,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,"0",,1. Izamal,Sin reticula,"2",
"71",T4_09179,Cimiento con núcleo,3849225.176,1038049.776,N/A,7019+876,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/23,2022/05/26,"407",24.5,1,4,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,JUNIO,Si,DANI,"0",,1. Izamal,Sin reticula,"2",
"72",T4_04860,Nivelación,3929526.81,1039015.742,N/A,7101+950,Monumento superior,Asociado al monumento principal T4_04859,Derecho de vía tren,No aplica,Si,2022/04/27,2022/04/29,"414",168,11,44,"6",Intervenido,Registrado sin excavar,"21023","2",Pendiente,T4,,DESCARTADO,N/A,,,Asociado al monumento principal T4_04859,2. Valladolid,Sin reticula,"4",
"73",T4_10454,Terraza,3847130.846,1042411.049,N/A,7015+015,Monumento superior,Asociado al monumento principal T4_10465,Ceros tren,Si,No aplica,2022/05/23,2022/05/26,"408",560,4,16,"3",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0008,,N/A,DANI,"0","T4_15052,T4_16044,T4_15056",1. Izamal,Sin reticula,"2",
"74",T4_10482,Cimiento,3892718.172,1032402.968,N/A,7064+128,Monumento principal,T4_04804,Derecho de vía tren,No aplica,Si,2022/05/17,,"408",6,1,4,"1",Intervenido,Excavado,"21023","2",Pendiente,T4,,,N/A,,,T4_04804,1. Izamal,Sin reticula,"2",
"75",T4_15058,Cimiento,3845062.546,1046020.841,N/A,7010+797,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/03/22,2022/03/22,"408",12,1,4,"1",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0005,MAYO,N/A,DANI,"0",Sin monumento superior ,1. Izamal,,"0",
"76",T4_17068,Cimiento con núcleo,3963288.806,1051433.386,N/A,7138+206,Monumento superior,Asociado al monumento principal T4_10412,Derecho de vía tren,No aplica,Si,2022/04/06,2022/04/26,"414",,0,,"0",Intervenido,Registrado sin excavar,"21023","2",Pendiente,T4,,DESCARTADO,N/A,,,Asociado al monumento principal T4_10412,3. Tintal,,"0",
"77",T4_17052,Cimiento con núcleo,4041584.738,1084559.855,N/A,7224+745,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/03/31,2022/03/31,"413",25,0,0,"0",Intervenido,Registrado sin excavar,"21023","2",Pendiente,T4,,ABRIL,N/A,,,,4. Leona Vicario,,"0",
"78",T4_17051,Cimiento,4041500.037,1084499.293,N/A,7224+640,Monumento superior,Asociado a monumento principal T4_17051,Derecho de vía tren,No aplica,Si,,,"414",,,,,Intervenido,Registrado sin excavar,"21023","2",Pendiente,T4,,ABRIL,N/A,,,,4. Leona Vicario,,"5",
"79",T4_17050,Basamento,4041496.815,1084503.574,N/A,7224+640,Monumento principal,T4_17051,Derecho de vía tren,No aplica,Si,,,"414",,,,,Intervenido,Excavado,"21023","2",Pendiente,T4,,ABRIL,N/A,,,,4. Leona Vicario,Sin reticula,"5",
"80",T3_13556,Basamaento,3846263.448,1044218.203,N/A,7013+002,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/11,2022/05/13,"408",16,2,8,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0006,JUNIO,N/A,DANI,"0",,1. Izamal,Sin reticula,"2",
"81",T3_13557,Cueva,3846239.48,1044235.923,N/A,7012+975,Monumento principal,Sin monumento superior,Ceros tren,Si,No aplica,2022/05/11,2022/05/13,"408",6,0,0,"0",Intervenido,Excavado,"21023","2",Pendiente,T4,EXC-T4-0006,JUNIO,N/A,DANI,"0",,1. Izamal,Sin reticula,"2",
